"","X","ID.2","ID.3","Gender","Liv.situation","Work.wors","Work.imp","Privat.wors","Privat.imp","Contract.change","Work.quant","Care.quant","Free.quant","mwb.cat","Ovrl_HO","Work_time","Caring_duties","Freetime","Age.cat","srh","Country","Age.num","Work.wors.3","Work.imp.3","Privat.wors.3","Privat.imp.3","edu.na"
"133",133,4224189823047,5391643700667,"Female","Partner/Family/Flatshare","3","2","2","2",2,2,4,3,"1",1,"Decreased","Increased","Unchanged","41-50","3","Germany",49,"2","1","1","1",5
"134",134,3797666346645,4847240463345,"Female","Partner/Family/Flatshare","5","1","4","1",1,2,4,4,"1",2,"Decreased","Increased","Increased","41-50","3","Germany",48,"3","1","3","1",NA
"135",135,3747592889946,4783328033106,"Female","Partner/Family/Flatshare","1","4","4","2",1,2,4,1,"1",2,"Decreased","Increased","Decreased","41-50","2","Germany",48,"1","3","3","1",NA
"136",136,4128175599444,5269093695684,"Male","Alone","3","3","3","3",2,2,3,4,"1",3,"Decreased","Unchanged","Increased","41-50","4","Germany",47,"2","2","2","2",NA
"137",137,3577802736744,4566612390984,"Female","Alone","3","3","2","4",1,3,3,4,"1",1,"Unchanged","Unchanged","Increased","41-50","3","Germany",44,"2","2","1","3",NA
"138",138,4246031969145,5419522435845,"Male","Partner/Family/Flatshare","5","1","3","4",2,1,3,5,"1",1,"Decreased","Unchanged","Increased","41-50","4","Germany",43,"3","1","2","3",NA
"139",139,4338107473545,5537045164245,"Female","Partner/Family/Flatshare","3","2","3","3",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","41-50","4","Germany",42,"2","1","2","2",NA
"140",140,4378591882944,5588718389184,"Male","Partner/Family/Flatshare","5","1","4","1",2,1,4,5,"1",1,"Decreased","Increased","Increased","41-50","3","Germany",42,"3","1","3","1",3
"141",141,4400064628641,5616125631501,"Male","Alone","3","3","2","2",1,4,3,3,"1",2,"Increased","Unchanged","Unchanged","41-50","3","Germany",41,"2","2","1","1",NA
"142",142,3590846244342,4583260777662,"Male","Partner/Family/Flatshare","3","1","1","1",1,2,4,2,"1",2,"Decreased","Increased","Decreased","41-50","2","Germany",41,"2","1","1","1",3
"143",143,3841465461741,4903144490601,"Female","Alone","3","1","3","1",2,2,3,4,"1",1,"Decreased","Unchanged","Increased","41-50","3","Germany",41,"2","1","2","1",NA
"144",144,3660012337140,4671542541540,"Female","Partner/Family/Flatshare","5","1","3","3",3,1,5,2,"1",3,"Decreased","Increased","Decreased","31-40","3","Germany",36,"3","1","2","2",NA
"145",145,3950986917240,5042934767640,"Female","Partner/Family/Flatshare","3","3","5","1",1,4,3,3,"1",2,"Increased","Unchanged","Unchanged","31-40","4","Germany",36,"2","2","3","1",NA
"146",146,3948432374745,5039674217445,"Male","Partner/Family/Flatshare","3","3","3","2",1,4,4,2,"1",3,"Increased","Increased","Decreased","31-40","4","Germany",35,"2","2","2","1",3
"147",147,3845041874640,4907709329040,"Male","Partner/Family/Flatshare","1","3","3","2",1,4,5,4,"1",2,"Increased","Increased","Increased","31-40","4","Germany",35,"1","2","2","1",2
"148",148,4103640019647,5237777133267,"Male","Partner/Family/Flatshare","4","2","3","2",2,2,1,4,"1",3,"Decreased","Decreased","Increased","31-40","3","Germany",34,"3","1","2","1",5
"149",149,4371005560644,5579035408884,"Female","Alone","3","3","4","1",1,3,3,1,"1",1,"Unchanged","Unchanged","Decreased","31-40","3","Germany",31,"2","2","3","1",6
"150",150,3865825771947,4934237343567,"Male","Partner/Family/Flatshare","5","1","5","1",1,4,5,1,"1",1,"Increased","Increased","Decreased","18-30","4","Germany",30,"3","1","3","1",NA
"151",151,4308468879240,5499215249640,"Female","Alone","2","2","4","2",2,3,3,4,"1",1,"Unchanged","Unchanged","Increased","61-65","3","Germany",61,"1","1","3","1",NA
"152",152,4018690646946,5129350010106,"Male","Alone","5","1","5","1",2,1,3,5,"1",1,"Decreased","Unchanged","Increased","51-60","3","Germany",59,"3","1","3","1",5
"153",153,3718540862640,4746246797040,"Female","Partner/Family/Flatshare","4","1","1","1",1,3,3,1,"1",1,"Unchanged","Unchanged","Decreased","51-60","2","Germany",59,"3","1","1","1",NA
"154",154,4071893677443,5197256945223,"Male","Partner/Family/Flatshare","2","2","1","4",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","51-60","4","Germany",57,"1","1","1","3",NA
"155",155,4288752309744,5474049543984,"Male","Partner/Family/Flatshare","1","1","4","1",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","51-60","1","Germany",57,"1","1","3","1",NA
"156",156,3866905454346,4935615421506,"Female","Partner/Family/Flatshare","4","1","5","1",1,1,3,4,"1",1,"Decreased","Unchanged","Increased","51-60","4","Germany",57,"3","1","3","1",2
"157",157,4072770443745,5198376026445,"Female","Partner/Family/Flatshare","1","1","3","1",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","51-60","2","Germany",56,"1","1","2","1",NA
"158",158,3896104321449,4972884079989,"Male","Partner/Family/Flatshare","3","1","4","1",1,2,3,1,"1",1,"Decreased","Unchanged","Decreased","51-60","3","Germany",56,"2","1","3","1",4
"159",159,4163055983748,5313614091828,"Female","Alone","1","5","3","3",1,3,3,3,"1",3,"Unchanged","Unchanged","Unchanged","51-60","2","Germany",56,"1","3","2","2",5
"160",160,3802002023745,4852774406445,"Male","Alone","5","1","5","1",1,1,3,5,"1",2,"Decreased","Unchanged","Increased","51-60","5","Germany",55,"3","1","3","1",2
"161",161,4131040858047,5272750835667,"Male","Alone","3","1","1","1",2,2,3,4,"1",1,"Decreased","Unchanged","Increased","51-60","3","Germany",55,"2","1","1","1",3
"162",162,4022169131043,5133789854823,"Male","Partner/Family/Flatshare","4","2","4","2",1,4,4,2,"1",1,"Increased","Increased","Decreased","51-60","2","Germany",54,"3","1","3","1",5
"163",163,4136158034046,5279282263206,"Male","Partner/Family/Flatshare","5","1","4","3",2,2,3,4,"1",2,"Decreased","Unchanged","Increased","51-60","2","Germany",54,"3","1","3","2",6
"164",164,4123780312347,5263483667967,"Female","Partner/Family/Flatshare","3","2","5","1",1,4,3,1,"1",2,"Increased","Unchanged","Decreased","51-60","3","Germany",53,"2","1","3","1",NA
"165",165,3802498655040,4853408293440,"Female","Partner/Family/Flatshare","3","2","4","2",1,4,3,2,"1",1,"Increased","Unchanged","Decreased","51-60","3","Germany",53,"2","1","3","1",6
"166",166,4376659440240,5586251870640,"Male","Partner/Family/Flatshare","4","3","2","3",3,1,4,4,"1",1,"Decreased","Increased","Increased","51-60","2","Germany",53,"3","2","1","2",6
"167",167,4427590072140,5651258376540,"Male","Partner/Family/Flatshare","1","4","4","3",1,3,4,4,"1",3,"Unchanged","Increased","Increased","51-60","3","Germany",52,"1","3","3","2",3
"168",168,3861686780244,4928954444484,"Male","Alone","2","1","5","1",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","51-60","2","Germany",51,"1","1","3","1",3
"169",169,3603072640140,4598866224540,"Male","Partner/Family/Flatshare","2","1","2","1",1,3,4,3,"1",1,"Unchanged","Increased","Unchanged","41-50","4","Germany",50,"1","1","1","1",6
"170",170,4289692228641,5475249231501,"Female","Partner/Family/Flatshare","2","4","3","2",1,1,3,2,"1",3,"Decreased","Unchanged","Decreased","41-50","1","Germany",50,"1","3","2","1",NA
"171",171,3676890440043,4693085303823,"Female","Partner/Family/Flatshare","1","1","1","1",1,3,3,2,"1",1,"Unchanged","Unchanged","Decreased","41-50","3","Germany",50,"1","1","1","1",NA
"172",172,3842128595142,4903990896462,"Male","Partner/Family/Flatshare","3","2","3","3",1,3,3,3,"1",2,"Unchanged","Unchanged","Unchanged","41-50","3","Germany",49,"2","1","2","2",NA
"173",173,3780453557241,4825270516101,"Female","Partner/Family/Flatshare","2","2","5","1",1,2,3,1,"1",2,"Decreased","Unchanged","Decreased","41-50","2","Germany",48,"1","1","3","1",NA
"174",174,4396273737246,5611287038406,"Male","Alone","4","1","4","1",1,3,3,1,"1",1,"Unchanged","Unchanged","Decreased","41-50","3","Germany",48,"3","1","3","1",NA
"175",175,4395825153549,5610714478089,"Female","Partner/Family/Flatshare","3","1","5","1",1,3,5,2,"1",1,"Unchanged","Increased","Decreased","41-50","3","Germany",48,"2","1","3","1",NA
"176",176,4288778986041,5474083592901,"Male","Partner/Family/Flatshare","3","3","5","1",1,3,3,1,"1",3,"Unchanged","Unchanged","Decreased","41-50","4","Germany",48,"2","2","3","1",6
"177",177,3576518366949,4564973055489,"Male","Partner/Family/Flatshare","1","5","1","5",1,2,4,4,"1",3,"Decreased","Increased","Increased","41-50","3","Germany",47,"1","3","1","3",5
"178",178,4110791074146,5246904549306,"Female","Partner/Family/Flatshare","4","1","2","1",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","41-50","4","Germany",47,"3","1","1","1",6
"179",179,4015491636447,5125266878067,"Male","Partner/Family/Flatshare","4","1","5","1",1,4,3,1,"1",2,"Increased","Unchanged","Decreased","41-50","4","Germany",46,"3","1","3","1",NA
"180",180,3629530942749,4632636899289,"Male","Partner/Family/Flatshare","3","2","1","2",1,3,4,2,"1",1,"Unchanged","Increased","Decreased","41-50","4","Germany",46,"2","1","1","1",3
"181",181,3858648868944,4925076935184,"Female","Partner/Family/Flatshare","2","2","4","3",1,3,5,3,"1",2,"Unchanged","Increased","Unchanged","41-50","4","Germany",45,"1","1","3","2",NA
"182",182,3679072057341,4695869862201,"Male","Alone","5","1","1","1",3,1,3,5,"1",1,"Decreased","Unchanged","Increased","41-50","4","Germany",44,"3","1","1","1",4
"183",183,4312400522148,5504233494228,"Male","Partner/Family/Flatshare","3","3","4","3",1,3,4,4,"1",2,"Unchanged","Increased","Increased","41-50","4","Germany",44,"2","2","3","2",4
"184",184,3662864262045,4675182662745,"Male","Alone","1","1","1","1",1,3,3,3,"1",2,"Unchanged","Unchanged","Unchanged","41-50","3","Germany",43,"1","1","1","1",4
"185",185,3952437806943,5044786644723,"Female","Partner/Family/Flatshare","3","3","1","5",2,1,3,5,"1",2,"Decreased","Unchanged","Increased","41-50","3","Germany",43,"2","2","1","3",4
"186",186,3983970542949,5085034191489,"Male","Partner/Family/Flatshare","4","1","5","1",1,4,3,1,"1",1,"Increased","Unchanged","Decreased","41-50","2","Germany",43,"3","1","3","1",3
"187",187,4376081774241,5585514553101,"Male","Partner/Family/Flatshare","1","3","4","3",1,3,5,4,"1",3,"Unchanged","Increased","Increased","41-50","4","Germany",41,"1","2","3","2",NA
"188",188,3858561621342,4924965574662,"Female","Partner/Family/Flatshare","4","1","4","4",2,3,1,1,"1",1,"Unchanged","Decreased","Decreased","31-40","3","Germany",40,"3","1","3","3",3
"189",189,4392534444948,5606514305028,"Male","Partner/Family/Flatshare","3","1","3","2",3,3,3,3,"1",3,"Unchanged","Unchanged","Unchanged","31-40","4","Germany",40,"2","1","2","1",4
"190",190,3663026251344,4675389421584,"Male","Partner/Family/Flatshare","2","4","4","2",1,4,3,4,"1",3,"Increased","Unchanged","Increased","31-40","3","Germany",40,"1","3","3","1",5
"191",191,4043479949748,5160990417828,"Male","Partner/Family/Flatshare","3","1","1","1",1,2,3,4,"1",1,"Decreased","Unchanged","Increased","31-40","4","Germany",37,"2","1","1","1",NA
"192",192,3718828418346,4746613825506,"Male","Partner/Family/Flatshare","3","3","3","3",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","31-40","4","Germany",37,"2","2","2","2",NA
"193",193,4192451465040,5351133703440,"Male","Partner/Family/Flatshare","2","3","3","1",1,2,3,2,"1",2,"Decreased","Unchanged","Decreased","31-40","4","Germany",37,"1","2","2","1",3
"194",194,4106649429945,5241618264645,"Female","Partner/Family/Flatshare","4","2","4","2",1,5,3,1,"1",1,"Increased","Unchanged","Decreased","31-40","3","Germany",36,"3","1","3","1",NA
"195",195,4424261151546,5647009430706,"Female","Partner/Family/Flatshare","3","1","4","1",1,4,2,2,"1",1,"Increased","Decreased","Decreased","31-40","3","Germany",36,"2","1","3","1",NA
"196",196,3591842310747,4584532130367,"Male","Alone","4","2","3","3",1,2,3,4,"1",2,"Decreased","Unchanged","Increased","31-40","3","Germany",35,"3","1","2","2",5
"197",197,3894415775046,4970728864206,"Female","Partner/Family/Flatshare","4","1","5","1",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","31-40","3","Germany",35,"3","1","3","1",NA
"198",198,4042070912547,5159191960167,"Female","Partner/Family/Flatshare","3","2","2","3",1,3,4,4,"1",2,"Unchanged","Increased","Increased","31-40","4","Germany",35,"2","1","1","2",4
"199",199,4286470084443,5471136572223,"Female","Alone","4","2","4","1",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","31-40","3","Germany",35,"3","1","3","1",3
"200",200,4148550851841,5295100126701,"Male","Partner/Family/Flatshare","4","1","3","3",1,2,3,5,"1",3,"Decreased","Unchanged","Increased","18-30","4","Germany",30,"3","1","2","2",NA
"201",201,3971120169249,5068632315789,"Male","Partner/Family/Flatshare","1","1","1","1",3,4,2,3,"1",2,"Increased","Decreased","Unchanged","18-30","3","Germany",28,"1","1","1","1",3
"202",202,3751742500542,4788624485862,"Female","Alone","4","2","5","1",1,3,3,4,"1",2,"Unchanged","Unchanged","Increased","18-30","4","Germany",26,"3","1","3","1",6
"203",203,4242573948447,5415108710067,"Male","Partner/Family/Flatshare","1","5","4","3",1,4,4,2,"1",2,"Increased","Increased","Decreased","18-30","5","Germany",25,"1","3","3","2",3
"204",204,3887423122743,4961803628523,"Female","Alone","1","1","5","1",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","18-30","4","Germany",23,"1","1","3","1",5
"205",205,3975864375546,5074687694706,"Female","Partner/Family/Flatshare","4","1","1","4",2,1,4,5,"1",1,"Decreased","Increased","Increased","18-30","5","Germany",23,"3","1","1","3",3
"206",206,4300912873746,5489570964906,"Female","Alone","3","3","3","3",1,3,3,3,"2",2,"Unchanged","Unchanged","Unchanged","61-65","4","Germany",65,"2","2","2","2",NA
"207",207,4432341506049,5657322980589,"Female","Partner/Family/Flatshare","3","2","2","4",1,2,3,4,"2",1,"Decreased","Unchanged","Increased","61-65","3","Germany",64,"2","1","1","3",NA
"208",208,3950281130247,5042033919867,"Female","Partner/Family/Flatshare","4","1","1","1",1,3,3,2,"2",1,"Unchanged","Unchanged","Decreased","61-65","4","Germany",62,"3","1","1","1",3
"209",209,4020354243846,5131473381006,"Male","Partner/Family/Flatshare","5","1","4","1",1,1,3,1,"2",1,"Decreased","Unchanged","Decreased","61-65","1","Germany",62,"3","1","3","1",NA
"210",210,4131925590744,5273880084984,"Female","Partner/Family/Flatshare","5","1","2","4",3,1,2,5,"2",2,"Decreased","Decreased","Increased","61-65","4","Germany",62,"3","1","1","3",3
"211",211,3950858751741,5042771180601,"Female","Partner/Family/Flatshare","5","1","5","1",3,1,5,5,"2",1,"Decreased","Increased","Increased","61-65","3","Germany",61,"3","1","3","1",6
"212",212,4333956892740,5531747473140,"Female","Alone","4","1","4","1",1,2,3,4,"2",2,"Decreased","Unchanged","Increased","51-60","2","Germany",60,"3","1","3","1",4
"213",213,3620337927642,4620903178962,"Male","Partner/Family/Flatshare","5","1","5","1",2,1,3,1,"2",1,"Decreased","Unchanged","Decreased","51-60","3","Germany",60,"3","1","3","1",5
"214",214,3688959359349,4708489751889,"Male","Alone","3","1","3","1",1,2,3,2,"2",2,"Decreased","Unchanged","Decreased","51-60","3","Germany",60,"2","1","2","1",3
"215",215,4376485879641,5586030342501,"Male","Alone","4","2","4","2",2,2,3,4,"2",2,"Decreased","Unchanged","Increased","51-60","3","Germany",60,"3","1","3","1",NA
"216",216,3856641684543,4922515018323,"Female","Partner/Family/Flatshare","5","1","3","2",3,1,3,5,"2",1,"Decreased","Unchanged","Increased","51-60","3","Germany",60,"3","1","2","1",3
"217",217,4072226592645,5197681869345,"Female","Partner/Family/Flatshare","3","2","2","4",3,1,3,3,"2",1,"Decreased","Unchanged","Unchanged","51-60","3","Germany",60,"2","1","1","3",NA
"218",218,3955334183442,5048483502762,"Male","Alone","5","2","4","2",2,1,3,5,"2",1,"Decreased","Unchanged","Increased","51-60","2","Germany",59,"3","1","3","1",3
"219",219,4306283763849,5496426226389,"Male","Partner/Family/Flatshare","4","1","5","1",3,1,3,5,"2",1,"Decreased","Unchanged","Increased","51-60","1","Germany",59,"3","1","3","1",6
"220",220,3841261673346,4902884380506,"Male","Partner/Family/Flatshare","3","1","4","1",2,2,3,3,"2",1,"Decreased","Unchanged","Unchanged","51-60","4","Germany",59,"2","1","3","1",NA
"221",221,3929700238047,5015765015667,"Female","Partner/Family/Flatshare","3","1","3","1",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","51-60","3","Germany",59,"2","1","2","1",2
"222",222,3859370713341,4925998278201,"Male","Partner/Family/Flatshare","1","1","1","1",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","51-60","4","Germany",59,"1","1","1","1",NA
"223",223,3955484645946,5048675549106,"Male","Partner/Family/Flatshare","4","3","4","3",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","51-60","4","Germany",58,"3","2","3","2",NA
"224",224,4285579094343,5469999336123,"Female","Alone","5","1","3","1",3,1,3,3,"2",1,"Decreased","Unchanged","Unchanged","51-60","4","Germany",58,"3","1","2","1",NA
"225",225,4299899922144,5488278060384,"Male","Alone","2","2","4","1",1,3,3,1,"2",1,"Unchanged","Unchanged","Decreased","51-60","2","Germany",57,"1","1","3","1",5
"226",226,3664331120142,4677054921462,"Female","Alone","3","2","4","2",1,2,3,3,"2",1,"Decreased","Unchanged","Unchanged","51-60","3","Germany",57,"2","1","3","1",3
"227",227,3780164283642,4824901294962,"Male","Alone","1","1","3","1",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","51-60","3","Germany",57,"1","1","2","1",3
"228",228,4158294776541,5307537013401,"Female","Partner/Family/Flatshare","1","1","4","1",1,2,3,2,"2",1,"Decreased","Unchanged","Decreased","51-60","4","Germany",56,"1","1","3","1",6
"229",229,3973717418742,5071947376062,"Male","Alone","1","1","5","1",1,3,3,1,"2",1,"Unchanged","Unchanged","Decreased","51-60","2","Germany",56,"1","1","3","1",NA
"230",230,3946655735145,5037406561845,"Male","Partner/Family/Flatshare","3","3","4","4",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","51-60","3","Germany",56,"2","2","3","3",3
"231",231,3684848868648,4703243230728,"Male","Partner/Family/Flatshare","1","1","2","1",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","51-60","3","Germany",56,"1","1","1","1",NA
"232",232,3753468386640,4790827361040,"Female","Partner/Family/Flatshare","1","1","2","2",1,4,3,2,"2",1,"Increased","Unchanged","Decreased","51-60","2","Germany",56,"1","1","1","1",3
"233",233,3931604108541,5018195065401,"Female","Partner/Family/Flatshare","1","1","4","1",1,3,3,1,"2",3,"Unchanged","Unchanged","Decreased","51-60","2","Germany",54,"1","1","3","1",NA
"234",234,3630454813143,4633816102923,"Female","Partner/Family/Flatshare","5","1","2","4",2,2,2,4,"2",1,"Decreased","Decreased","Increased","51-60","4","Germany",54,"3","1","1","3",3
"235",235,3773114718345,4815903417045,"Female","Alone","2","2","4","1",1,3,3,1,"2",3,"Unchanged","Unchanged","Decreased","51-60","3","Germany",54,"1","1","3","1",4
"236",236,3781231549146,4826263524306,"Male","Alone","4","2","3","2",3,1,3,5,"2",1,"Decreased","Unchanged","Increased","51-60","3","Germany",54,"3","1","2","1",6
"237",237,4041165663045,5158036523745,"Female","Alone","3","2","5","1",1,4,3,1,"2",1,"Increased","Unchanged","Decreased","51-60","3","Germany",54,"2","1","3","1",3
"238",238,4429007164746,5653067115906,"Male","Alone","4","1","3","3",1,3,5,3,"2",3,"Unchanged","Increased","Unchanged","51-60","3","Germany",53,"3","1","2","2",NA
"239",239,4388971330143,5601966439923,"Male","Partner/Family/Flatshare","1","1","3","3",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","51-60","3","Germany",53,"1","1","2","2",6
"240",240,3945018867948,5035317308028,"Male","Alone","3","3","3","3",2,2,3,3,"2",2,"Decreased","Unchanged","Unchanged","51-60","3","Germany",53,"2","2","2","2",NA
"241",241,3570859048842,4557749652162,"Male","Partner/Family/Flatshare","5","1","2","2",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","51-60","3","Germany",53,"3","1","1","1",4
"242",242,3861143854848,4928261468928,"Male","Partner/Family/Flatshare","1","1","1","1",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","51-60","4","Germany",52,"1","1","1","1",NA
"243",243,4133523311343,5275919373123,"Male","Partner/Family/Flatshare","3","3","1","4",1,3,3,3,"2",3,"Unchanged","Unchanged","Unchanged","51-60","4","Germany",52,"2","2","1","3",6
"244",244,3951165008448,5043162078528,"Female","Partner/Family/Flatshare","5","1","3","1",2,2,3,4,"2",2,"Decreased","Unchanged","Increased","51-60","3","Germany",52,"3","1","2","1",3
"245",245,4147924230342,5294300323662,"Male","Alone","3","3","5","2",1,3,3,3,"2",2,"Unchanged","Unchanged","Unchanged","51-60","3","Germany",51,"2","2","3","1",6
"246",246,3895104721347,4971608216967,"Female","Partner/Family/Flatshare","5","1","5","1",1,3,5,1,"2",3,"Unchanged","Increased","Decreased","51-60","4","Germany",51,"3","1","3","1",3
"247",247,3576578813640,4565050208040,"Male","Partner/Family/Flatshare","3","3","3","3",2,1,3,3,"2",2,"Decreased","Unchanged","Unchanged","51-60","3","Germany",51,"2","2","2","2",6
"248",248,4402119015045,5618747795745,"Female","Alone","1","1","1","1",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","51-60","3","Germany",51,"1","1","1","1",5
"249",249,3766388205942,4807317875262,"Male","Partner/Family/Flatshare","3","1","4","2",1,3,3,4,"2",2,"Unchanged","Unchanged","Increased","51-60","2","Germany",51,"2","1","3","1",NA
"250",250,4199728993848,5360422547928,"Female","Partner/Family/Flatshare","1","1","4","3",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","51-60","3","Germany",51,"1","1","3","2",3
"251",251,3680610203547,4697833111167,"Female","Partner/Family/Flatshare","1","1","1","1",3,1,3,4,"2",1,"Decreased","Unchanged","Increased","41-50","4","Germany",50,"1","1","1","1",3
"252",252,4111254842949,5247496491489,"Male","Partner/Family/Flatshare","1","1","3","1",1,3,5,1,"2",1,"Unchanged","Increased","Decreased","41-50","4","Germany",50,"1","1","2","1",NA
"253",253,3807228726549,4859445631089,"Male","Partner/Family/Flatshare","2","2","1","1",1,3,3,3,"2",2,"Unchanged","Unchanged","Unchanged","41-50","3","Germany",50,"1","1","1","1",3
"254",254,4216494000645,5381820957345,"Female","Partner/Family/Flatshare","4","1","4","2",2,1,3,3,"2",3,"Decreased","Unchanged","Unchanged","41-50","3","Germany",50,"3","1","3","1",4
"255",255,3765705490341,4806446475201,"Male","Partner/Family/Flatshare","4","2","2","2",2,2,3,3,"2",1,"Decreased","Unchanged","Unchanged","41-50","3","Germany",50,"3","1","1","1",NA
